Time(us),Amplitude
5.834960937500000304e-04,-2.122968888888888760e+05
5.847167968750000043e-04,-2.125241111111111240e+05
5.859374999999999783e-04,-2.124835555555555620e+05
5.871582031249999523e-04,-2.125271111111111240e+05
5.883789062500000347e-04,-2.126290000000000000e+05
5.895996093750000087e-04,-2.124814444444444380e+05
5.908203124999999827e-04,-2.126158888888888760e+05
5.920410156250000651e-04,-2.126671111111111240e+05
5.932617187500000390e-04,-2.128892222222222190e+05
5.944824218750000130e-04,-2.130164444444444380e+05
5.957031249999999870e-04,-2.126877777777777810e+05
5.969238281249999610e-04,-2.127630000000000000e+05
5.981445312500000434e-04,-2.123678888888888760e+05
5.993652343750000173e-04,-2.125213333333333430e+05
6.005859374999999913e-04,-2.124806666666666570e+05
6.018066406250000737e-04,-2.125580000000000000e+05
6.030273437500000477e-04,-2.127722222222222190e+05
6.042480468750000217e-04,-2.128240000000000000e+05
6.054687499999999957e-04,-2.126041111111111240e+05
6.066894531249999696e-04,-2.126625555555555620e+05
6.079101562499999436e-04,-2.124057777777777810e+05
6.091308593750000260e-04,-2.126857777777777810e+05
6.103515625000000000e-04,-2.126172222222222190e+05
6.115722656250000824e-04,-2.126323333333333430e+05
6.127929687500000564e-04,-2.123436666666666570e+05
6.140136718750000304e-04,-2.128724444444444380e+05
6.152343750000000043e-04,-2.124068888888888760e+05
6.164550781249999783e-04,-2.129840000000000000e+05
6.176757812499999523e-04,-2.125273333333333430e+05
6.188964843749999263e-04,-2.123554444444444380e+05
6.201171875000000087e-04,-2.122401111111111240e+05
6.213378906250000911e-04,-2.120796666666666570e+05
6.225585937500000651e-04,-2.121726666666666570e+05
6.237792968750000390e-04,-2.127097777777777810e+05
6.250000000000000130e-04,-2.131524444444444380e+05
6.262207031249999870e-04,-2.128128888888888760e+05
6.274414062499999610e-04,-2.124154444444444380e+05
6.286621093749999349e-04,-2.125788888888888760e+05
6.298828125000000173e-04,-2.124327777777777810e+05
6.311035156250000997e-04,-2.127855555555555620e+05
6.323242187500000737e-04,-2.126670000000000000e+05
6.335449218750000477e-04,-2.123386666666666570e+05
6.347656250000000217e-04,-2.131061111111111240e+05
6.359863281249999957e-04,-2.128102222222222190e+05
6.372070312499999696e-04,-2.127815555555555620e+05
6.384277343749999436e-04,-2.121028888888888760e+05
6.396484375000000260e-04,-2.126873333333333430e+05
6.408691406250000000e-04,-2.123251111111111240e+05
6.420898437500000824e-04,-2.126695555555555620e+05
6.433105468750000564e-04,-2.124768888888888760e+05
6.445312500000000304e-04,-2.123157777777777810e+05
6.457519531250000043e-04,-2.122722222222222190e+05
6.469726562499999783e-04,-2.127316666666666570e+05
6.481933593749999523e-04,-2.127728888888888760e+05
6.494140625000000347e-04,-2.127618888888888760e+05
6.506347656250000087e-04,-2.122318888888888760e+05
6.518554687499999827e-04,-2.124165555555555620e+05
6.530761718750000651e-04,-2.128070000000000000e+05
6.542968750000000390e-04,-2.121046666666666570e+05
6.555175781250000130e-04,-2.128082222222222190e+05
6.567382812499999870e-04,-2.126022222222222190e+05
6.579589843749999610e-04,-2.124940000000000000e+05
6.591796875000000434e-04,-2.129825555555555620e+05
6.604003906250000173e-04,-2.129747777777777810e+05
6.616210937499999913e-04,-2.126341111111111240e+05
6.628417968750000737e-04,-2.127670000000000000e+05
6.640625000000000477e-04,-2.125804444444444380e+05
6.652832031250000217e-04,-2.124226666666666570e+05
6.665039062499999957e-04,-2.126991111111111240e+05
6.677246093749999696e-04,-2.126342222222222190e+05
6.689453125000000520e-04,-2.125702222222222190e+05
6.701660156250000260e-04,-2.128442222222222190e+05
6.713867187500000000e-04,-2.124716666666666570e+05
6.726074218749999740e-04,-2.130693333333333430e+05
6.738281250000000564e-04,-2.126175555555555620e+05
6.750488281250000304e-04,-2.124945555555555620e+05
6.762695312500000043e-04,-2.122324444444444380e+05
6.774902343749999783e-04,-2.127027777777777810e+05
